ID,VERSION,STORE_ID,UUID,TRANSACTION_ID,TYPE_QNAME_ID,LOCALE_ID,ACL_ID,AUDIT_CREATOR,AUDIT_CREATED,AUDIT_MODIFIER,AUDIT_MODIFIED,AUDIT_ACCESSED
3541380,3,6,c010f3e7-22d0-4316-b2f4-f44940a9fe95,1205108,258,2,66,bvos,2020-08-20T07:25:55.044Z,bvos,2020-08-20T07:25:55.044Z,
3541020,3,6,19b646ee-e5aa-4a4f-b349-010edaedd761,1204987,258,2,66,bvos,2020-08-20T07:25:38.514Z,bvos,2020-08-20T07:25:38.514Z,
3541256,3,6,fa8bbc5d-26ff-44b8-bfcb-beeb6f17012e,1205066,258,2,66,bvos,2020-08-20T07:25:48.393Z,bvos,2020-08-20T07:25:48.393Z,
3575644,3,6,4b461972-9dd8-43d1-bec6-57118952bc84,1216742,258,2,66,bvos,2020-08-20T07:48:44.792Z,bvos,2020-08-20T07:48:44.792Z,
3568161,3,6,96b1a5b5-7870-443a-9cfa-6c94b8d7c487,1214205,258,2,66,bvos,2020-08-20T07:43:38.331Z,bvos,2020-08-20T07:43:38.331Z,
3575696,3,6,d53d7b96-5007-48fa-b6e6-e5c57d0340f3,1216760,258,2,66,bvos,2020-08-20T07:48:46.281Z,bvos,2020-08-20T07:48:46.281Z,
3570409,3,6,b8cd7482-24b8-4ea2-9dd7-8703d0828407,1214967,258,2,66,bvos,2020-08-20T07:45:07.248Z,bvos,2020-08-20T07:45:07.248Z,
3579423,3,6,9fd4b7b9-d711-43b6-a69c-c3404a0bfa3e,1218041,258,2,66,bvos,2020-08-20T07:51:22.604Z,bvos,2020-08-20T07:51:22.604Z,
3631996,3,6,dd60b389-3ac9-429a-94fc-de71c5ff69b3,1235945,258,2,66,bvos,2020-08-20T08:25:47.908Z,bvos,2020-08-20T08:25:47.908Z,
3622241,3,6,a7c124c2-e616-41fd-9e91-1b3823879802,1232622,258,2,66,bvos,2020-08-20T08:19:09.977Z,bvos,2020-08-20T08:19:09.977Z,
3603146,3,6,d366951c-808c-4d00-9c66-00b7e2bbb789,1226129,258,2,66,bvos,2020-08-20T08:06:46.244Z,bvos,2020-08-20T08:06:46.244Z,
3622688,3,6,f5cddfce-4801-4d5c-9ea0-e2c3b93d3ec2,1232771,258,2,66,bvos,2020-08-20T08:19:28.556Z,bvos,2020-08-20T08:19:28.556Z,
3623564,3,6,e08e60e4-fbad-4d19-9504-41ef9dffb88b,1233068,258,2,66,bvos,2020-08-20T08:20:05.133Z,bvos,2020-08-20T08:20:05.133Z,
3677785,3,6,ee1688a1-2ce8-4170-ad57-89753dd36e62,1251463,258,2,66,bvos,2020-08-20T08:56:25.180Z,bvos,2020-08-20T08:56:25.180Z,
3680499,3,6,c4f8c1a4-fe2f-4fe3-9344-4c6cf0a066b3,1252377,258,2,66,bvos,2020-08-20T08:58:14.541Z,bvos,2020-08-20T08:58:14.541Z,
3669389,3,6,1607c713-96be-427d-9e46-c1285aa50839,1248646,258,2,66,bvos,2020-08-20T08:51:03.523Z,bvos,2020-08-20T08:51:03.523Z,
3682350,3,6,0833918f-064e-4df0-85e1-f617bb7835ae,1253005,258,2,66,bvos,2020-08-20T08:59:26.785Z,bvos,2020-08-20T08:59:26.785Z,
3682805,3,6,061fdafb-9473-4b9c-879e-7febf3ddbe79,1253158,258,2,66,bvos,2020-08-20T08:59:44.409Z,bvos,2020-08-20T08:59:44.409Z,
3701238,3,6,5fc4fbed-5809-4c3c-b984-1b58be5fd6aa,1259409,258,2,66,bvos,2020-08-20T09:12:37.140Z,bvos,2020-08-20T09:12:37.140Z,
3682875,3,6,c92a4332-11b2-40a7-af8e-a62231c7daa6,1253184,258,2,66,bvos,2020-08-20T08:59:46.965Z,bvos,2020-08-20T08:59:46.965Z,
3746387,3,6,5c2f9d57-4ddb-4c5f-aba4-86be49992047,1274681,258,2,66,bvos,2020-08-20T09:56:34.350Z,bvos,2020-08-20T09:56:34.350Z,
