"SCHED_JOB_MASTER_ID","NODE_REGISTRATION_ID","NODE_NAME","UNLOCKED","DATE_UPDATED","VERSION"
2,"aa0a16ba-4b04-435b-804a-930406b910ac","Deployment Master",0,25-02-21 07:12:11.713817000 PM,0
1,"c0ea081c-34f4-42d5-a63b-fb316026f81c","Job Master",0,25-02-21 07:12:12.917591000 PM,0
1,"3f0b64e2-077f-433d-97d5-581642e7083d","Job Master",0,17-02-21 03:39:47.683924000 PM,0
2,"3f0b64e2-077f-433d-97d5-581642e7083d","Deployment Master",0,17-02-21 03:39:47.705023000 PM,0
