ID,VERSION,STORE_ID,UUID,TRANSACTION_ID,TYPE_QNAME_ID,LOCALE_ID,ACL_ID,AUDIT_CREATOR,AUDIT_CREATED,AUDIT_MODIFIER,AUDIT_MODIFIED,AUDIT_ACCESSED
3183203,3,6,22eda1bd-1679-49e0-973b-3bd6b3afcfc4,1083204,258,2,66,bvos,2020-08-19T08:34:26.787Z,bvos,2020-08-19T08:34:26.787Z,
3377839,3,6,b068ea11-b26b-477a-9d85-90da21a8ea16,1149379,258,2,66,bvos,2020-08-19T10:51:38.840Z,bvos,2020-08-19T10:51:38.840Z,
3378007,3,6,c1b4cbf3-53d1-4713-91a0-e07f715d0f66,1149434,258,2,66,bvos,2020-08-19T10:51:46.528Z,bvos,2020-08-19T10:51:46.528Z,
3376850,3,6,a9a66fbf-cd66-4240-83df-bfd3ed789720,1149043,258,2,66,bvos,2020-08-19T10:50:58.563Z,bvos,2020-08-19T10:50:58.563Z,
3375950,3,6,513f97d7-0805-4fc4-bfd4-8666a1e94fed,1148737,258,2,66,bvos,2020-08-19T10:50:13.502Z,bvos,2020-08-19T10:50:13.502Z,
3378193,3,6,d1e15b27-64e2-47c6-a203-1973a0202263,1149498,258,2,66,bvos,2020-08-19T10:51:53.552Z,bvos,2020-08-19T10:51:53.552Z,
3502197,3,6,16482847-6a60-4b84-9b92-083b819603d1,1191481,258,2,66,bvos,2020-08-19T15:56:56.436Z,bvos,2020-08-19T15:56:56.436Z,
3501860,3,6,ecce3833-7987-467b-822f-da7fd1482abb,1191362,258,2,66,bvos,2020-08-19T14:30:59.373Z,bvos,2020-08-19T14:30:59.373Z,
3552028,3,6,8efd7985-4985-4889-aad6-a9d6e68ee1af,1208704,258,2,66,bvos,2020-08-20T07:32:49.509Z,bvos,2020-08-20T07:32:49.509Z,
3552000,3,6,719d4d7f-1ce4-41d8-b39f-1be0d9db1922,1208694,258,2,66,bvos,2020-08-20T07:32:48.697Z,bvos,2020-08-20T07:32:48.697Z,
3960559,3,6,1ca41912-acf1-45d8-bda1-5a60d2f843b4,1348511,258,2,66,bvos,2020-08-20T15:37:46.433Z,bvos,2020-08-20T15:37:46.433Z,
3961277,3,6,312b6028-8f6d-4dc7-a7d6-6528c8c2f5e5,1348769,258,2,66,bvos,2020-08-20T15:38:15.600Z,bvos,2020-08-20T15:38:15.600Z,
3960639,3,6,d923218f-e7e1-4dad-9520-75d92c6372e2,1348539,258,2,66,bvos,2020-08-20T15:37:48.970Z,bvos,2020-08-20T15:37:48.970Z,
3960517,3,6,94652ff4-9eae-4897-9546-09eef92eb8f9,1348497,258,2,66,bvos,2020-08-20T15:37:45.087Z,bvos,2020-08-20T15:37:45.087Z,
3960686,3,6,d5882c57-d99b-4df9-b0c2-a318c3f92e0e,1348556,258,2,66,bvos,2020-08-20T15:37:51.216Z,bvos,2020-08-20T15:37:51.216Z,
3944712,3,6,3b675c5c-51d0-42d3-a7ed-23562bf1bc63,1342811,258,2,66,bvos,2020-08-20T15:27:44.754Z,bvos,2020-08-20T15:27:44.754Z,
3944824,3,6,ee7ca932-c51c-429f-b597-e5f2e54772c9,1342852,258,2,66,bvos,2020-08-20T15:27:48.170Z,bvos,2020-08-20T15:27:48.170Z,
3943867,3,6,d9bfb502-d754-461b-abe3-da0160073c29,1342506,258,2,66,bvos,2020-08-20T15:27:09.406Z,bvos,2020-08-20T15:27:09.406Z,
3944762,3,6,c2b071d4-efe6-4ab7-be97-957d0065e8cc,1342829,258,2,66,bvos,2020-08-20T15:27:46.452Z,bvos,2020-08-20T15:27:46.452Z,
3943960,3,6,43b33c25-ec79-43e5-8ea3-eafb9f316b24,1342540,258,2,66,bvos,2020-08-20T15:27:13.961Z,bvos,2020-08-20T15:27:13.961Z,
4032621,3,6,33cd4e05-68e3-49c5-a637-0f1bf2494a09,1373886,258,2,66,bvos,2020-08-20T16:39:37.837Z,bvos,2020-08-20T16:39:37.837Z,
4034111,3,6,629f08d7-1d1b-4b50-b779-329a1a3071f5,1374388,258,2,66,bvos,2020-08-20T16:41:37.479Z,bvos,2020-08-20T16:41:37.479Z,
4056475,3,6,411ca0b0-9deb-4c57-86ad-a05063362970,1383584,258,2,66,bvos,2020-08-23T02:25:28.914Z,bvos,2020-08-23T02:25:28.914Z,
4034099,3,6,3da1e124-4f44-4424-aaa2-4078a68ad323,1374384,258,2,66,bvos,2020-08-20T16:41:36.374Z,bvos,2020-08-20T16:41:36.374Z,
4034129,3,6,f91c4f19-b41a-4fa3-8df4-b80071f2f718,1374394,258,2,66,bvos,2020-08-20T16:41:38.667Z,bvos,2020-08-20T16:41:38.667Z,
4056478,3,6,091727ef-e7a3-4e4f-81f1-370d9a1cc714,1383585,258,2,66,bvos,2020-08-23T02:28:30.340Z,bvos,2020-08-23T02:28:30.340Z,
4034186,3,6,ca0fece9-4d9a-4b65-9c8b-6fc08aedd90e,1374413,258,2,66,bvos,2020-08-20T16:41:43.807Z,bvos,2020-08-20T16:41:43.807Z,
4034222,3,6,86993ada-95aa-4152-9606-a1fdd41bc8bb,1374425,258,2,66,bvos,2020-08-20T16:41:46.329Z,bvos,2020-08-20T16:41:46.329Z,
13283494,3,6,ba06052b-7398-4eaf-b337-e7f07321c177,4466168,258,2,66,bvos,2020-09-20T05:54:46.684Z,bvos,2020-09-20T05:54:46.684Z,
4033867,3,6,efc60262-ee24-407e-a8d5-1f3f32b2ce07,1374306,258,2,66,bvos,2020-08-20T16:41:18.884Z,bvos,2020-08-20T16:41:18.884Z,
4033951,3,6,68d43415-2d7b-453d-85ad-b7270696d0b9,1374334,258,2,66,bvos,2020-08-20T16:41:25.720Z,bvos,2020-08-20T16:41:25.720Z,
4041963,3,6,667819c3-3aef-4016-98cf-89cb76ab0340,1377147,258,2,66,bvos,2020-08-21T09:50:51.414Z,bvos,2020-08-21T09:50:51.414Z,
4034053,3,6,682b2d8b-1a74-4d9e-abda-5d7c8e96a90d,1374368,258,2,66,bvos,2020-08-20T16:41:33.670Z,bvos,2020-08-20T16:41:33.670Z,
4034148,3,6,34e45c47-00f7-4591-87ed-f66aaff58668,1374401,258,2,66,bvos,2020-08-20T16:41:40.911Z,bvos,2020-08-20T16:41:40.911Z,
4042004,3,6,a53f605e-96c2-4652-862d-bdb49183fdc5,1377161,258,2,66,bvos,2020-08-21T09:54:29.502Z,bvos,2020-08-21T09:54:29.502Z,
4034240,3,6,69886fa4-db5f-410c-a3c2-80f8278fec57,1374431,258,2,66,bvos,2020-08-20T16:41:47.520Z,bvos,2020-08-20T16:41:47.520Z,
4056408,3,6,77abd4e8-c073-4510-af8e-055e72881bbb,1383561,258,2,66,bvos,2020-08-23T02:03:58.130Z,bvos,2020-08-23T02:03:58.130Z,
6764237,3,6,479778e2-e6ff-4ced-bd63-1768a966ab4a,2290092,258,2,66,bvos,2020-08-30T13:04:34.271Z,bvos,2020-08-30T13:04:34.271Z,
6764264,3,6,1c90a484-9dab-4dfd-8716-f498cc74fc18,2290101,258,2,66,bvos,2020-08-30T13:25:55.746Z,bvos,2020-08-30T13:25:55.746Z,
16729573,3,6,de61e1c2-999c-4622-9970-f85e47773b7f,5616927,258,2,66,bvos,2020-09-27T16:57:11.231Z,bvos,2020-09-27T16:57:11.231Z,
16729576,3,6,4681d219-62f5-4688-8ca3-36d2ee3a80cd,5616928,258,2,66,bvos,2020-09-27T16:58:04.738Z,bvos,2020-09-27T16:58:04.738Z,
16728051,3,6,d9c76648-c9f9-4cce-828b-2142467f571a,5616507,258,2,66,bvos,2020-09-27T03:10:35.617Z,bvos,2020-09-27T03:10:35.617Z,
6764255,3,6,5a3e10d7-914e-4603-8592-d0c49bafbfa2,2290098,258,2,66,bvos,2020-08-30T13:18:32.254Z,bvos,2020-08-30T13:18:32.254Z,
6764249,3,6,88510f0a-a05a-4bc5-b4d6-3e9ef771ed4c,2290096,258,2,66,bvos,2020-08-30T13:13:42.336Z,bvos,2020-08-30T13:13:42.336Z,
6764267,3,6,1a4ada45-2626-4057-8aac-04c427983787,2290102,258,2,66,bvos,2020-08-30T13:28:27.955Z,bvos,2020-08-30T13:28:27.955Z,
7364845,3,6,d44fe22e-efaf-4f0f-978e-d6124d320ab5,2491030,258,2,66,bvos,2020-09-01T11:39:02.760Z,bvos,2020-09-01T11:39:02.760Z,
7996025,3,6,ea425ee0-6440-446b-9885-d7cee23d4e5e,2701047,258,2,66,bvos,2020-09-08T04:45:34.420Z,bvos,2020-09-08T04:45:34.420Z,
7967643,3,6,ba7bb4c1-a3b1-4a8e-93d5-e8915ec9a91e,2692529,258,2,66,bvos,2020-09-04T06:20:41.729Z,bvos,2020-09-04T06:20:41.729Z,
7958170,3,6,fea47bf2-6224-430d-a6fe-d48dcf0d474a,2689386,258,2,66,bvos,2020-09-03T05:29:55.264Z,bvos,2020-09-03T05:29:55.264Z,
13283206,3,6,922176b2-43f1-4d4e-bf33-89f83b4610d4,4466061,258,2,66,bvos,2020-09-20T01:34:03.046Z,bvos,2020-09-20T01:34:03.046Z,
8495626,3,6,2aa51bd6-fbd2-498d-be9b-9235bd943021,2867892,258,2,66,bvos,2020-09-09T07:42:35.566Z,bvos,2020-09-09T07:42:35.566Z,
10170432,3,6,cc755cab-8d11-4968-94d8-326b78f0ce36,3426441,258,2,66,bvos,2020-09-13T01:28:00.365Z,bvos,2020-09-13T01:28:00.365Z,
